title,publish_date,text_body,category
"Editor of Germany’s top-selling newspaper sacked over affair at work
","October 19, 2021","BERLIN: German press group Axel Springer said on Monday it had removed the chief editor at tabloid-style daily 
, Julian Reichelt, over a relationship with a colleague at the country’s top-selling newspaper.
Reichelt “did not clearly separate his private and work lives and did not tell the board the truth about it,” Axel Springer said in a statement, citing information gained “as a result of press investigations in recent days”.
An internal investigation in spring looked into allegations the 41-year-old had promoted interns with whom he had had affairs and then sidelined or fired them.
Although Reichelt stepped aside during the inquiry, he was reinstated in March alongside a female editor.
“Julian Reichelt admitted to mixing professional and private relationships but denied the aforementioned accusations and swore to this under oath,” Springer said at the time.
It was not immediately clear which new allegations prompted the company to sack Reichelt, one of Germany’s most controversial media figures who tacked 
 hard to the right on some issues.
But a 
 
 published Sunday appears to have pushed Springer into action. In recent years, parent company Springer has expanded internationally, first with news site 
 and this summer buying all of US-based 
.
The 
 reported that Reichelt had promoted a young woman journalist into a senior position following a relationship between them.",Newspaper
"PPP squanders away public money on party’s programmes, say PTI leaders
","October 19, 2021","KARACHI: The Pakistan Tehreek-i-Insaf leaders on Monday called the Pakistan Peoples Party’s rally at Bagh-i-Jinnah a complete failure in terms of participation of people and criticised the ruling party of the province for squandering away public money on the party’s programmes and putting all government resources at its disposal. 
The PPP had brought their supporters on dozens of buses from rural parts of the province to make its show a success but it completely failed to attract Karachiites who rejected the party chairman Bilawal Bhutto-Zardari’s claims of enjoying widespread support in the metropolis, said Leader of the Opposition in the Sindh Assembly, Haleem Adil Sheikh, and PTI Karachi president and MPA Khurram Sher Zaman at separate press conferences here.  
“The PPP is responsible for growing poverty and increasing sense of deprivation among people of Sindh,” said Sheikh at his office.  
“I call them [PPP leaders] economic terrorists who are not worthy of inheriting Zulfiqar Ali Bhutto’s party. The PPP rally at Bagh-i-Jinnah ground was not a public meeting but an exclusive gathering of Sindh government employees, who were threatened to ensure their participation in the meet or face consequences,” he said.  
He said that despite liberally using government resources on the Oct 17 rally, most of the Bagh-i-Jinnah remained empty hence dozens of buses and other vehicles were parked along the main road to hoodwink people into thinking that the ground must be filled with people. 
“There was no participation of people from Korangi, Orangi, West, East, South, Keamari and Lyari in the rally,” said Sheikh who was flanked by Sindh Assembly member Saeed Afridi and other PTI leaders.  
“The PPP workers are angry with their party as the families of those who were killed in Karsaz twin blasts tragedy were neglected by the party and most of them are now facing hunger and poverty. Instead of paying tribute to martyrs, Bilawal and his men were dancing to the tunes of music,” he said.  
MPA Khurram Sher Zaman said at a separate press conference at party headquarters Insaf House that PPP leaders should stop making fool of people in the name of democracy and lie about their checkered past.  
He held the party, which had been ruling the province for the past 13 years, responsible for the chronic issues of price hike, poverty, social injustice and deteriorating condition of government departments. 
He said the Sindh government had failed on every front and only the party leadership, not the province, had attained prosperity. The PPP, he said, after having realised reputation of Asif Ali Zardari and his front-men among masses had been trying to project Bialwal Bhutto-Zardari as a future leader but he had failed miserably to create any impact on people. 
“Even in his address yesterday, he spent more time on criticism of Prime Minister Imran Khan and failed to share details about his government’s performance, which shows he has nothing to show off except legends of corruption.  
“They are such an anti-progress party that they neither do any good for people themselves nor allow centre to serve masses on the pretext of the 18th Amendment. But in fact, they just want to keep people of Sindh poor and helpless and thereby strengthen their rule,” he remarked.",Pakistan
"Violations by trekkers increase risk of human encounter with leopards in Margalla Hills
","October 19, 2021","ISLAMABAD: A recent risk of increased human-wildlife conflict in Margalla Hills National Park (MHNP) due to repeated violations by residents of the area, particularly students, has emerged.
This was highlighted by Islamabad Wildlife Management Board (IWMB) Chairperson Rina Saeed Khan recently. The IWMB has placed clear markings and signs denoting “Ecologically Sensitive Area” with a clear warning that anyone found violating the restriction would be handed over to the police under section 21 of the Islamabad Wildlife (Conservation, Preservation, and Protection) Ordinance, 1979.
In a recent tweet, the IWMB chairperson shared pictures of violators trying to enter the restricted area.
She wrote, “If you see these signs on MHNP trails PLZ DO NOT ENTER NO GO AREA! We are fed up of trekkers illegally entering into closed off areas.”
She pointed out that most of the violators were students of a hostel located near Trail 6 and asked them to respect the law. Section 144 could be implemented in the area and this would completely ban entry or gathering of any individual in the proximity of Trail 6.
In February 2021, around five common leopards including a female identified as Shezadi were spotted in the camera trap visuals of IWMB installed in Trail 4 and 6. This first indicated the 
 of the top predator in the national park. The MHNP has successfully emerged as a model of ecosystem restoration and wildlife habitat conservation after a thriving population of common Asian leopards have been reported in the park.
Special Assistant to the Prime Minister (SAPM) on Climate Change Malik Amin Aslam said the prime minister gave the go-ahead for 
 in the MHNP, which would restrict public intervention through limited and guided safari tours in the future.
Pakistan Wildlife Foundation Vice President Safwan Ahmed told this agency that leopards were nocturnal animals that hunt at dawn and dusk mostly after sunset and before sunrise. “Leopards are very shy in nature and a solitary animal that desist from having encounters with humans,” he said, adding however, timings after Asr prayers, most likely after 3:30pm in winters and 5pm in summers were when the animals awoke. People should leave MHNP during these times as this could lead to an unpleasant encounter, he added. ",Pakistan
"The lamp of guidance
","October 19, 2021","THE blessed birth of the Holy Prophet (PBUH) in Rabiul Awwal is celebrated by Muslim communities across the globe, particularly in South Asia, with great fervour and reverence. In Pakistan, efforts have been initiated at the state level to set up a 
, using a title of the Holy Prophet used in the Quran (Surah Anbiya).
While devotion and attachment with the blessed name of the Noble Messenger is necessary, equally important for those seeking to learn from his glorious example is to follow the moral precepts he gave, as elucidated in the Quran and the authentic ahadith. If we fail to do this, our devotion is at most half-hearted.
Of course the Holy Quran is replete with moral teachings revealed to the Holy Prophet by the Almighty. It is another matter entirely that we who form part of his ummah have mostly failed to adopt these sterling precepts in our daily lives.
 
One particular place in the Holy Quran where moral and ethical precepts have been grouped together beautifully is Surah Isra/Bani Israel, the Holy Book’s 17th surah. It would not be an exaggeration to say that if we were to follow these moral principles, a sea change could be witnessed in our personal and public lives.
Ayat 23 exhorts us to honour our parents and take care of them in their old age. While Pakistan remains a traditional, conservative society where the joint family system is still in vogue, we must ask ourselves if the instructions in this blessed verse are being acted upon. Indeed, the truth is the opposite, as we are seeing fissures within the family system. Therefore, respect for parents, as well as compassion and understanding from elders for youngsters, is essential to rebuild the family structure.
In ayat 26 mankind is instructed to respect the rights of relatives as well as to help the poor. Maintaining the bonds of kinship ties up with the earlier ayat, where strengthening the extended family structure is concerned. As far as philanthropy goes, Pakistanis do indeed give a lot to the deserving as can be witnessed even in these times of rapid inflation and economic insecurity.
However, instead of just ensuring the less fortunate are fed, they should be helped to stand on their feet, without hurting their dignity. Charity should be channelled into education and job training programmes to help others become self-sufficient.
The next ayat condemns wastefulness. Here a lot of work can be done in society. For example, anyone who has attended a Pakistani wedding can testify to the fact that even many normal people turn into gluttons at marriage ceremonies, piling food high on their plates, and then wasting much of it. These wasteful practices need to be curbed and we can start early, teaching kids that wasting food is hugely unfair to others, and is also a burden on the environment.
 
At other points in this surah believers are told to maintain fiscal probity, ie not to be miserly, and not to be spendthrifts either; not to kill; to protect the wealth of orphans; to be fair while weighing goods, and not to walk on the earth arrogantly.
Indeed, all these are practical teachings manifested in the magnetic personality of the Holy Prophet, whom the Holy Book also terms a “Lamp of guidance” (Sirajum Munira, Surah Ahzab). Hence, those looking to follow in his footsteps need to ponder the teachings mentioned.
If we wish to reform society, instead of setting up au­­thorities cha­n­­­ge must be­­gin with the self. We must ask ourselves: am I guilty of arrogance, de­­­ceitfulness, wastefulness etc? Unfor­tu­nately, in our society serm­onising and outward display of religi­ous pra­­ctices prevail, while few talk about fixing our moral and ethical def­ects. It should be remembered that in ahadith literature, jihad against the nafs (base self) has been called the “greatest jihad”.
Therefore, to truly follow the teachings of Rehmatul-lil-Alameen, those who wield power must shun arrogance and ostentation in favour of simplicity and moral transparency. It can be argued that as per the Quranic worldview, no society can be reformed until its elite shun corruption and crooked behaviour. This is another point for the rulers to ponder.
 
The Holy Prophet was the ruler of a nascent state, yet he lived like ordinary people and sought no special privileges for himself or his family members, other than love for his “close ones” as ajr (reward) for his labours.
Here, from the spirit of the Quran, two things appear abundantly clear: that the Noble Messenger was not interested in any worldly rewards, and that love for his “close ones” has been commanded by the Almighty.
In conclusion, devotion must be coupled with examination and purification of the self in order to truly follow in the footsteps of Rehmatul-lil-Alameen.",Newspaper
"Navy wards off Indian submarine from entering Pakistani waters: ISPR
","October 19, 2021","The Pakistan Navy detected and blocked an Indian submarine from entering Pakistani waters on October 16 (last Saturday), the military's media wing revealed on Tuesday. 
The Inter Services Public Relations (ISPR) said the navy showed ""unremitting vigilance and professional competence"" in ascertaining and blocking the attempted entry of the Indian vessel. 
""During the prevailing security milieu, a strict monitoring watch has been kept by Pakistan Navy to safeguard maritime frontiers of Pakistan,"" the ISPR said. 
			
It added that the Oct 16 incident was the third time an Indian naval submarine had been detected and tracked by the Pakistan Navy's long-range maritime patrol aircraft. 
""The recent incident reflects the deplorable Indian machinations vis-à-vis commitment and resolve of Pakistan Navy to defend maritime frontiers of the motherland,"" the statement reads. 
			
The last such reported incident occurred in 
 when the navy had detected and thwarted a similar attempted entry by an Indian submarine. ""The Pakistan Navy used its specialised skills to ward off the submarine, successfully keeping it from entering Pakistani waters,"" a statement from the navy's spokesperson had said at the time.
Another attempt was made in 
 when an Indian submarine was tracked and pushed clear out of Pakistan's waters. 
The UN Convention on Law of Sea does not allow a state to carry out manoeuvres or exercises in the exclusive economic zone (EEZ) and in the continental shelf of another coastal state without its consent. EEZ signifies an area of coastal water and seabed within a certain distance of a country's coastline that cannot be entered without permission or prior information.
The area of Pakistan's territorial waters is 12 nautical miles while its seabed territory (EEZ) grew to 290,000 square kilometres in 2015. ",Pakistan
"Ramiz Raja stresses need to 'create cricketing bond' with India's BCCI
","October 19, 2021","Pakistan Cricket Board (PCB) Chairman Ramiz Raja has stressed the need to revive Pakistan-India cricketing ties, saying the two boards should ""create a cricketing bond"" while politics must be kept away from the sport.
Raja, who was 
 to PCB Digital on Monday after his return from Dubai where he met the Board of Control for Cricket in India (BCCI) officials, said: ""I met with BCCI President Sourav Ganguly and secretary Jay Shah on the sidelines of the ACC (Asian Cricket Council) meetings. We need to create a cricketing bond, while I also believe that politics should stay away from the sport as much as possible and this has always been our stance.""
The PCB chief added that ""a lot of work needs to be done to revitalise Pakistan-India cricket but there needs to be some comfort level between the two boards and then we can see how far we can go."" 
""So overall, we had a good discussion,” he said.
Raja's remarks come ahead of a Pakistan-India 
 in the upcoming ICC T20 World Cup as fans across the world gear up for what is set to be a high-octane game on Oct 24.
Pakistan versus India matches are hotly anticipated by cricket fans on both sides of the border as well as around the world. Given the two countries' frosty relations, the two teams have only been playing each other in major world tournaments.
Raja said the ACC had been established to ""create a unified approach and collective stance so that we had one voice and if there was a situation, all stood together"".
Referring to the recent 
 of New Zealand and England from Pakistan tour, he said he wanted ""strong"" relations with other boards and the ACC, so that ""if there is an issue, like we had with the withdrawal of a couple of sides, a strong and joint statement could come out from the ACC platform"".
“My message at the ACC was that we should not forget this philosophy and I am optimistic there will be better outcomes in future.”
Speaking about Aisa Cup 2023, Raja announced that the tournament, a 50-over competition, would be held in Pakistan in September.
“The ACC has agreed and approved that the 2023 event in Pakistan will be a 50-over competition and held in September. This aligns very nicely with the ICC Men’s Cricket World Cup 2023, which will be held in October and November,"" the PCB Digital quoted him as saying.
He added, “we are looking forward to hosting this tournament in Pakistan and I am confident it will be a well-organised event because this is what the fans want.""
Raja further said the ACC has also confirmed that the next year's Asia Cup would be a 20-over competition and held in Sri Lanka.
""[It] will be a prelude to the ICC Men’s T20 World Cup 2022 to be held in Australia from 16 October to 13 November,” he said.",Sport
"Eight embrace martyrdom as terrorist attacks rise in KP
","October 28, 2021","PESHAWAR: Eight security personnel including four soldiers were martyred and another wounded in cross-border attack, ambush and bomb explosions in different areas of Khyber Pakhtunkhwa in two days.  
Terrorists from inside Afghanistan attempted to cross the fence along the Pak-Afghan border in Kurram tribal district between the night of Tuesday and Wednesday when troops in a prompt response engaged them and thwarted their attempt, according to the military’s media wing, the Inter-Services Public Relations (ISPR).  
During intense exchange of fire, however, Lance Naik Asad Ali, 24, resident of Kurram, and Sepoy Asif, 21, resident of Lakki Marwat, embraced martyrdom, the ISPR added.  
From Lakki Marwat, our correspondent adds: Four police constables were martyred when terrorists ambushed a patrolling party on a busy road linking Lakki Marwat with Mianwali on Tuesday night.  
An official said a police party headed by ASI Yaqoob Khan came under attack at a distance of six kilometres from Lakki city. The official said armed men riding motorcycles fired at the police van and sped away. 
He said the deceased included ASI Yaqoob Khan and Constables Mustaqeem Shah, Inamullah and Rahimullah.   
A large contingent of police, led by Bannu RPO Sajid Ali Khan and Lakki Marwat DPO Shezada Umar, reached the scene as personnel started combing the area in search of the assailants, the official maintained.  
Also, two soldiers were martyred and another one suffered injuries in bomb attacks in three different areas of the North Waziristan tribal district on Wednesday.  
Officials said Sepoy Shaukat was martyred in a roadside explosion in Degan area near the Afghan border, whereas another soldier, Rohail, embraced martyrdom in another explosion that occurred in the Garyum area of Razmak tehsil. In yet another blast, a soldier Naik Qamar sustained injuries in the Tapesi Adda near Mirali. The wounded soldier was rushed to hospital in Mirali town.",Pakistan
"Banks disburse mere Rs18bn low-cost housing loans
","October 28, 2021","KARACHI: The State Bank of Pakistan (SBP) on Wednesday reported that banks’ lending for low-cost housing in the country was extremely poor, with disbursements reaching barely Rs18 billion against loan applications seeking Rs200bn. 
In a statement issued on Wednesday, SBP Governor Dr Reza Baqir appreciated the progress made by the banking industry in supporting low-cost housing finance but stressed the need to accelerate the pace of approvals by banks to match the requests for financing to ensure that people are not discouraged by the processing time. 
As per the latest numbers of October 18, banks have received applications of more than Rs200bn. The banks have approved financing of Rs78bn out of which Rs18bn has already been disbursed. 
Banks remained extreme­­ly cautious while lending for housing and construction despite support from the government and encouragement from the SBP.  
The SBP governor expressed the hope that with the combined efforts of all stakeholders, the dream of Pakistanis to have their own homes can become a reality.  
While appreciating the efforts, Mr Baqir also asked stakeholders to increase outreach of the Govern­ment’s Markup Subsidy Scheme for Housing Finance commonly known as Mera Pakistan Mera Ghar (MPMG) to the wider public. 
He said that when the journey of MPMG started last year, low-cost housing finance was almost non-existent as commercial banks rarely ventured in this area fearing its inherent risks.  
He said the housing and construction credit of banks has reached to Rs305 billion at the end of September 2021, which was Rs166bn at the end of September last year, showing an increase of Rs139bn and a year-on-year growth of 84pc. 
In July 2020, State Bank of Pakistan advised commercial banks to increase their lending for housing and construction sectors to at least 5pc of their private domestic sector advances by December 2021. To assist in this, the SBP advised quarterly target to each bank after individual consultation, leading to concerted effort.  
The focus on this segment increased and for the quarter ending Sept 30, 2021, banks had achieved 94pc of their assigned targets on a consolidated basis. During July-September 2021, banks increased their credit to housing and construction sector by Rs48bn from Rs257bn as of June 30, 2021.  
The banks have also established a joint call center to address queries of general public regarding MPMG which was recently inaugurated by the SBP governor. General public can reach the call center at 0-33-77-786-786. This call center will help resolve complaints and assist common persons who would like to borrow under MPMG but face difficulties in completing the requirements of banks.",Newspaper
"Turkmen team due in Kabul as Taliban back TAPI pipeline
","October 28, 2021","KABUL: Officials from Turkmenistan will visit Kabul this week to discuss continuing work on the TAPI pipeline linking the energy-rich Central Asian country through Afghanistan to Pakistan and India, the Taliban government said on Wednesday.
The pipeline is expected to carry 33 billion cubic meters (bcm) of natural gas each year along a route stretching 1,800 km (1,125 miles) from Galkynysh, the world’s second-biggest gas field, to the Indian city of Fazilka near the Pakistan border.
“We have been working hard for some time and we are ready to take pride in starting work on the TAPI project,” Mohammad Issa Akhund, the acting minister of mines and petroleum in the new Taliban government, said in a statement.
The Afghan stretch of the pipeline will run from the northwestern border with Turkmenistan, south through the western city of Herat to Kandahar near the border with Pakistan.
Akhund met the ambassador of Turkmenistan ahead of a two-day visit by a delegation from the country that will start from Saturday, the statement said.",Newspaper
"Supreme Court irked by delay in vacating Hindu Gymkhana in Karachi
","October 28, 2021","KARACHI: The Supreme Court on Wednesday expressed concern over an inordinate delay in getting vacated the heritage building of Hindu Gymkhana that currently houses the National Academy of Performing Arts (Napa) and not providing an alternative land to the academy. 
The court directed the authorities concerned to submit a report till Oct 29 (tomorrow).
A three-judge bench headed by Chief Justice of Pakistan Gulzar Ahmed said that the apex court had been issuing directives to authorities for the past three years to get the building vacated and grant substitute land to Napa, but the officials were shifting responsibility to each others.
The provincial culture secretary appeared in court and submitted that he took charge a week ago and his predecessor had sent the matter about alternative land to commissioner Karachi. The bench directed officials to file a report about alternative land to Napa on Friday.
A petition was filed by Shree Ratneshwar Mahadev Welfare in 2014 submitting that the heritage site belonged to the Hindu community of Karachi before partition as the gymkhana building was established for the promotion of social and religious activities of Hindus, but the government took it over as an evacuee trust property after partition. 
The petitioner argued that a directive may be issued to Napa to vacate the building and hand it over to the Hindu community.
Meanwhile, the bench directed the Karachi Metropolitan Corporation to remove encroachments around a nullah in PECHS after the KMC argued that society had built shops on a drain.
However, the lawyer for the society submitted that they had not made any construction on the nullah land.",Pakistan
"Opposition accuses PPP govt of allowing Nasla Tower construction
","October 28, 2021","KARACHI: As the Supreme Court ordered the demolition of Nasla Tower within a week, the support for the residents of the 15-storey building started growing as on Wednesday leaders of major political parties met the families sitting outside the building, expressed their sympathy and demanded that the Sindh government provide alternative residence before execution of the apex court orders.
First it was Leader of the Opposition in the Sindh Assembly Haleem Adil Sheikh, who visited the families of the Nasla Towers and “appealed” to the Supreme Court to allow more time for resettlement of the residents on humanitarian grounds and devising a mechanism for payment of compensation to them at the earliest. 
While calling the apex court verdict “a tough one”, he assured the families that he would take up the issue with the federal government to find a way out within the ambit of the law on humanitarian grounds.
“Everyone knows that actually it’s the Sindh government of the Pakistan Peoples Party which is responsible for the construction of Nasla Tower,” he told reporters. “All the relevant department and agencies which allowed the construction of this project work under the Sindh government. Now it is the responsibility of the chief minister to ensure alternative residents for the affected families and timely disbursement of the compensation.”
Earlier, the parliamentary party leader of the Muttahida Qaumi Movement-Pakistan (MQM-P) Kanwar Naveed Jameel approached the Sindh Chief Minister Syed Murad Ali Shah asking him to take personal efforts and interest to ensure alternative residences to the affected families of Nasla Tower and reasonable compensation for each apartment owner in the building.
“One cannot deny the fact that the organisations which regulate the construction activities in the city and keep checks on illegal business related with the real estate sector work under the [control of] Sindh government in line with the defined law,” he stated in the letter. 
“The Sindh government is solely responsible for such illegal business and being the head of the government it’s now your responsibility to ensure reasonable alternative residence to the affected families,” he told the CM in the letter.
Only on Tuesday, MQM-P senior deputy convener Amir Khan met with the families at Nasla Tower and expressed solidarity with them. He told reporters that the officials of departments under the Sindh government who passed the layout plans and allowed the construction of the building should be held accountable.
Pak Sarzameen Party (PSP) chairman and former city mayor Syed Mustafa Kamal also met the Nasla Tower families on Wednesday and strongly condemned the Sindh government for promoting illegal construction activities which had ultimately led to a “disaster” for scores of families.
“This Nasla Tower should not be turned into another Lal Msajid by pushing the oppressed against the wall,” he said. 
“The problem of the victims of the Nasla tower can be solved within 24 hours. If the government does not have money to compensate the victims, then there are thousands of builders who can easily generate funds and later on the amount can be compensated to the builder by adjusting the same in SBCA [Sindh Building Control Authority] challans,” he suggested.",Pakistan
"Punjab IGP says won’t bow to TLP’s violence
","October 28, 2021","LAHORE: Inspector General of Punjab Police (IGP) Rao Sardar Ali on Wednesday called the situation alarming, saying it was a matter of serious concern that the violent protesters of the banned Tehreek-i-Labbaik Pakistan were armed with weapons and opened straight fire on police.
“The TLP is a proscribed organisation and its armed men fired straight shots at police besides carrying out violent attacks,” he said while addressing a press conference.
Consequently, four officials were martyred and 263 injured, he said, adding the same group had earlier martyred three personnel and injured 741 others in clashes in Lahore.
“A banned organisation is dictating the government to devise the country’s foreign policy as per its (TLP) wishes forgetting that it was the sole domain of state authorities,” the IGP said.
He said the TLP was also pressurising the government to make rules of its choice, which was highly condemnable.
“We will not bow down and let the proscribed organisation play havoc,” he said, adding the Punjab police would ensure writ of the state in the larger public and national interest.
Four police officials were killed and hundreds of others injured, many of them critically, after 
 once again broke out between the proscribed outfit and police at Sadhoke in Kamoke tehsil of Gujranwala district.
Thousands of charged workers of the proscribed organisation turned violent after the law enforcement agencies asked them not to march ahead towards Islamabad and abide by the law. However, the protesters attacked the law enforcers, emboldened by their leaders’ provocative speeches asking the activists not to stop.
The crowd split into small groups, and chased and attacked the police personnel, inflicting a major dent on the security plan.
The violence in Sadhoke and Muridke led to deaths and injuries to hundreds of policemen and TLP workers. Police fired teargas to disperse the violent protesters who pelted the force with stones in return. The situation was reported to be tense till this report was filed late on Wednesday.
Video clips showed that the TLP workers had scaled nearby buildings, shops and residences from where they hurled petrol bombs and stones at police. In some clips they were shown to have taken shelter alongside the GT Road to continue attacks on the law enforcers.
There were reports that the TLP managed to breach the main security point at Sadhoke and reached close to the Gujranwala border.
Following the violence, the Punjab police directed the Gujranwala and Gujrat police to reinforce security while monitoring the entire situation from a helicopter above the area.
Interior Minister Sheikh Rashid claimed that police personnel were 
 after the TLP men used weapons and fired shots at them.
Meanwhile, a TLP spokesperson claimed two of their workers had been killed and 41 injured in clashes with police on Wednesday.
However, the group’s claim could not be confirmed independently, while the police high-ups claimed the organisation’s social media team was circulating videos of its ‘killed’ workers by editing old pictures and footage recorded during its previous violent protests.
A source said the Sheikhupura regional police officer was commanding the force near Muridke where the district police officers of Kasur, Nankana Sahib and Sheikhupura were already present.
The Lahore capital city police officer was also leading a contingent of the force dispatched from the provincial capital in addition to the personnel deployed by the Sheikhupura district.
The source said over 300 TLP men attacked the Kasur police contingent that had taken position as the first tier of security in Muridke,and injured many of them. An assistant sub-inspector, Muhammad Akbar, was killed on the spot. The mob also forced the Kasur district police officer to retreat from his position along with his force.
They later snatched a prison van carrying dozens of police personnel and drove it to the centre of the group’s sit-in where they allegedly tortured the law enforcers with clubs. The personnel were later released.
The source said that during the day-long clashes, the protesters regrouped and repeatedly clashed with the law enforcers as well as torched and damaged several official vehicles.",Pakistan
"Theekshana returns as Sri Lanka look to test Australia with spin
","October 28, 2021"," 
Theekshana, 21, who missed the win against Bangladesh due to a side strain, made his international debut only last month but has quickly established himself as a much-feared mystery bowler, drawing comparisons with former Lankan spinner Ajantha Mendis. 
“Maheesh will be playing tomorrow, if everything goes well. We’ve rested him from training yesterday. He’s improved tremendously,” Arthur told reporters. 
Spin proved to be Australia’s undoing in the 4-1 series defeat by Bangladesh in August, with the tourists struggling on pitches not too dissimilar from the ones seen in the United Arab Emirates so far. 
“He [Theekshana] is a quality bowler. I think we’ve also got to — he’s a mystery bowler... tactically we do study our opposition. We obviously have studied Australia,” said Arthur. “We had a series not so long ago when I was with Pakistan here against them where we did use spin quite successfully. So hopefully that works. If you haven’t seen Maheesh, he certainly poses some questions.”   
“He has a couple of different balls that do make you quite hesitant if you can’t pick them.”   
Australia scraped past South Africa in their opener at the weekend, with a win for either side on Thursday likely to be crucial in the race for the semi-finals. 
Arthur added that his team did not have much to lose after coming out unscathed in the qualifiers and that they were confident of beating anyone on their day. 
“The players have been outstanding. And we just are improving. For us, it’s about our journey. It’s not a sprint... the qualifiers were tough. There was a lot of pressure on us there. Now the pressure is reversed,” he said. 
The coach was full of praise for Charith Asalanka, whose superb knock led the way against Bangladesh. 
“To see Charith’s development has been incredible. I remember him arriving in our bubble just before we went to England... and to see Charith’s journey from England to where he is now is a credit to himself,” Arthur added.  
Meanwhile Australia wicket-keeper Matthew Wade has backed skipper Aaron Finch and David Warner to hit top gear and help drive the team to a maiden Twenty20 World Cup title. 
Finch has almost 2,500 runs in T20 Internationals with a personal high of 172, the second best individual score ever made. However, he was out for a duck in Australia’s opening five-wicket win over South Africa at the weekend and has passed 50 just once in his last seven T20 innings. 
Warner, meanwhile, made 14 against the Proteas after coming into the tournament having been dropped by his IPL side, Sunrisers Hyderabad. 
“They’re terrific players. They’re just short of runs,” said Wade. “Guys that are world-class players for as long as they have been in this format are never out of form. They’re just short of runs at the moment.”  
Wade played a key role in the win against South Africa as he and Marcus Stoinis stood unbeaten in a tense finish. 
Chasing a modest 119 for victory, Australia were in trouble at 81-5 before Stoinis, who made 24, and left-handed Wade (15) put on an unbeaten stand of 40 to steer the team to victory. 
“It’s been spoken a lot about going into this tour about Davey [Warner] especially. We know he’ll come good,” said Wade. “I’ve played long enough with him now that he’s been under pressure plenty of times in his career, comes out, has a big score.”  
Warner, who celebrated his 35th birthday on Wednesday, said he feels like he is just a boundary away from a good innings. 
“I actually think people talking about my form is quite funny,” Warner said. “Against South Africa, I got my benchmark back with where I should be with my feet and everything. I feel like I’m in a good space, I’m hitting the ball well in the nets and couldn’t be any more ready to go. 
“I felt like I was one boundary away from having a good innings.”  
Warner has an imposing recent record against Sri Lanka with undefeated scores of 100, 60 and 57 when he last faced them on home soil in 2019.",Newspaper
"50,000 GB children involved in child labour: survey
","October 28, 2021","			
The new report estimates prevalence of 13.1 per cent child labour in GB, with one in seven children is working.
Many children work in hazardous conditions and are almost twice as likely to report mental health problems, according to ‘
'. This is the first such survey conducted in the country since 1996.
It is also the largest survey conducted in GB, with a representative sample of 7,032 households from all the 10 districts representing nearly 400,000 children between the ages of five to17, living across urban and rural areas of the region.
The survey, conducted in collaboration with Unicef, says that child labour prevalence is lower among children living in a household where the household head has migrated, compared to the children living in a household where the household head never migrated.
Children from poorer households are more likely to be in child labour compared to children from richer households by various measures. Average household income is higher for children, who are not in child labour.
“The GB government is sternly committed to protect basic rights of every child and to ensure access of every child to basic education, health, social and mental wellbeing and more as protected under the Constitution of Pakistan and UN Convention on Rights of the Child,” said GB Chief Minister Khalid Khursheed Khan while launching the survey in Gilgit on Wednesday.
The survey also highlights that almost 30 per cent of children aged five to 17 in GB do not attend school. Amongst those, who attend school, there is gender disparity with 88 per cent boys and 77 per cent girls.
“Every child has the right to be protected from harm, exploitation and abuse,” said Unicef representative in Pakistan Aida Girma.
“Children should be provided access to learning opportunities — as opposed to being forced to engage in exploitative economic activities — to live with dignity and reach their full potential. This target can only be achieved if no child is left behind, no matter how difficult and challenging the circumstances,” she said.
It is reported that 0.2 per cent of girls aged 10 to 13 and 7.4 per cent of girls aged 14 to 17 have married. Less than one in three children has a birth certificate, with the percentage being 1.3 points higher for boys than girls and higher for children in older age groups with a difference of 14.8 percentage points between children aged five to nine and children aged 14 to 17.
The children involved in child labour live on average in households with slightly fewer members compared to children not in child labour. Children in child labour are less likely to live with both parents, and more likely to have lost at least one parent.
More than a quarter of all households have at least one child in child labour. The child labour rate decreases with wealth of the household. Almost 40 per cent of households in the poorest wealth quintile have a child in child labour.
The percentage of households with at least one child in child labour is three times as high in rural areas compared to urban areas where the child labour rate is 10 per cent.
The households where the highest education completed by the household head is any grade of primary school are the most likely to have at least one child in child labour and the percentage of households with at least one child in child labour decreases with the level of education of the household head and is about 10 percentage points lower for households where the household head obtained higher education compared to the average of 26.7 per cent.
The survey recommends that since child labour is a complex issue, it is imperative to devise a coordinated policy response, focusing education, social protection, labour markets and legal standards and regulations.
It highlights that around 14.8 percent of students are neither in school nor working. These children are particularly vulnerable to becoming engaged in child labour. 
The survey suggests that it is important to understand why these children do not attend school, especially as schools in public sector are providing free of cost education in GB.",Pakistan
